name	terms	is_query
USP14	immune system process;defense response to other organism;regulation of DNA-templated transcription;protein modification process;protein catabolic process;signaling;catalytic activity, acting on a protein;molecular function regulator activity;hydrolase activity;plasma membrane;cytosol;organelle;extracellular space;cytoplasmic vesicle	False
USP15	immune system process;defense response to other organism;programmed cell death;protein modification process;protein catabolic process;signaling;catalytic activity, acting on a protein;hydrolase activity;histone binding;cytosol;nucleoplasm;nucleus;mitochondrion	False
USP39	protein modification process;protein-containing complex assembly;mRNA metabolic process;nucleoplasm;nucleus	False
USP7	DNA repair;carbohydrate metabolic process;telomere organization;chromatin organization;regulation of DNA-templated transcription;vesicle-mediated transport;protein modification process;protein catabolic process;signaling;catalytic activity, acting on a protein;hydrolase activity;cytosol;chromosome;nucleoplasm;nucleus	False
USP8	cytokinesis;protein modification process;protein catabolic process;mitotic cell cycle;signaling;catalytic activity, acting on a protein;hydrolase activity;nucleus;plasma membrane;cytosol;endosome;organelle	False
UTP15	regulation of DNA-templated transcription;ribosome biogenesis;RNA binding;nucleolus;nucleoplasm;endoplasmic reticulum	False
UTP18	ribosome biogenesis;RNA binding;nucleolus;nuclear envelope;nucleoplasm;nucleus	False
UTP4	regulation of DNA-templated transcription;ribosome biogenesis;RNA binding;nucleolus;chromosome;nucleoplasm	False
VAMP3	immune system process;cell adhesion;defense response to other organism;protein-containing complex assembly;protein localization to plasma membrane;vesicle-mediated transport;membrane organization;signaling;molecular adaptor activity;plasma membrane;Golgi apparatus;cytosol;endosome;organelle;cytoplasmic vesicle	False
VARS1	tRNA metabolic process;amino acid metabolic process;catalytic activity, acting on RNA;hydrolase activity;ligase activity;cytosol	False
VBP1	protein-containing complex assembly;protein folding;cytoskeletal protein binding;cytosol;nucleus;organelle	False
VCP	DNA repair;programmed cell death;cytoskeleton organization;generation of precursor metabolites and energy;intracellular protein transport;cell junction organization;carbohydrate derivative metabolic process;protein-containing complex assembly;vesicle-mediated transport;autophagy;protein modification process;protein catabolic process;mitotic cell cycle;signaling;nucleobase-containing small molecule metabolic process;lipid binding;molecular function regulator activity;hydrolase activity;ATP-dependent activity;RNA binding;endoplasmic reticulum;nucleoplasm;nucleus;lysosome;chromosome;cytosol;organelle;extracellular region;extracellular space;lipid droplet;cytoplasmic vesicle	False
VDAC1	anatomical structure development;cell differentiation;transmembrane transport;mitochondrion organization;autophagy;nervous system process;programmed cell death;signaling;lipid binding;transporter activity;nucleus;plasma membrane;organelle;extracellular space;mitochondrion	False
VGF	anatomical structure development;generation of precursor metabolites and energy;defense response to other organism;reproductive process;signaling;receptor ligand activity;endoplasmic reticulum;Golgi apparatus;organelle;extracellular space;cytoplasmic vesicle	False
VIM	cytoskeleton organization;anatomical structure development;immune system process;cell differentiation;defense response to other organism;mRNA metabolic process;signaling;molecular adaptor activity;RNA binding;structural molecule activity;cytoskeleton;nucleus;plasma membrane;peroxisome;cytoplasmic vesicle;cytosol;organelle;extracellular space;microtubule organizing center	False
VPS11	intracellular protein transport;protein-containing complex assembly;mitochondrion organization;protein catabolic process;vesicle-mediated transport;autophagy;protein modification process;membrane organization;signaling;catalytic activity, acting on a protein;transferase activity;molecular adaptor activity;vacuole;endosome;cytoplasmic vesicle;lysosome	False
VPS25	intracellular protein transport;membrane organization;vesicle-mediated transport;autophagy;protein modification process;protein catabolic process;signaling;structural molecule activity;nucleus;nucleoplasm;cytosol;endosome;organelle;extracellular space	False
VPS29	intracellular protein transport;vesicle-mediated transport;cytosol;endosome;organelle	False
VPS33A	anatomical structure development;intracellular protein transport;cell differentiation;protein-containing complex assembly;lysosome organization;vesicle-mediated transport;autophagy;membrane organization;vacuole;endosome;cytoplasmic vesicle;lysosome	False
VPS33B	extracellular matrix organization;anatomical structure development;intracellular protein transport;cell differentiation;cell adhesion;lysosome organization;vesicle-mediated transport;protein modification process;membrane organization;wound healing;Golgi apparatus;lysosome;cytosol;endosome;cytoplasmic vesicle	False
VPS35	programmed cell death;anatomical structure development;intracellular protein transport;cell junction organization;protein-containing complex assembly;lysosome organization;mitochondrion organization;protein localization to plasma membrane;nervous system process;vesicle-mediated transport;autophagy;inflammatory response;protein catabolic process;signaling;lysosome;cytosol;endosome;organelle;mitochondrion;extracellular space;cytoplasmic vesicle	False
WARS1	tRNA metabolic process;anatomical structure development;protein-containing complex assembly;protein modification process;amino acid metabolic process;molecular function regulator activity;ligase activity;catalytic activity, acting on RNA;cytosol;nucleus;extracellular space;organelle	False
WDR1	cytoskeleton organization;anatomical structure development;immune system process;cell differentiation;cell junction organization;establishment or maintenance of cell polarity;nervous system process;cell motility;cytoskeletal protein binding;cytoskeleton;plasma membrane;cytosol;organelle;extracellular region;extracellular space	False
WDR11	anatomical structure development;intracellular protein transport;vesicle-mediated transport;signaling;cilium organization;cytoskeleton;nucleus;cilium;microtubule organizing center;Golgi apparatus;lysosome;cytosol;cytoplasmic vesicle	False
WDR12	signaling;ribosome biogenesis;nucleolus;nucleoplasm	False
WDR18	DNA replication;ribosome biogenesis;nucleolus;nucleoplasm;organelle	False
WDR3	ribosome biogenesis;RNA binding;nucleolus;nuclear envelope;nucleoplasm	False
WDR6	tRNA metabolic process;autophagy;RNA binding;cytosol;plasma membrane	False
WDR61		False
WDR77	anatomical structure development;cell differentiation;protein-containing complex assembly;mRNA metabolic process;regulation of DNA-templated transcription;reproductive process;protein modification process;transcription regulator activity;DNA binding;cytosol;nucleoplasm;nucleus;Golgi apparatus	False
WDR82	DNA-templated transcription;protein modification process;regulation of DNA-templated transcription;nucleolus;chromosome;nucleoplasm	False
WIZ	DNA replication;regulation of DNA-templated transcription;transcription regulator activity;DNA binding;nucleoplasm;nucleus;extracellular space;organelle	False
XAB2	DNA-templated transcription;DNA repair;anatomical structure development;protein-containing complex assembly;mRNA metabolic process;nucleoplasm;nucleus;organelle	False
XRCC5	protein modification process;DNA repair;anatomical structure development;immune system process;cell differentiation;defense response to other organism;protein-containing complex assembly;DNA recombination;regulation of DNA-templated transcription;ribosome biogenesis;telomere organization;catalytic activity, acting on DNA;lyase activity;molecular function regulator activity;DNA binding;ATP-dependent activity;hydrolase activity;RNA binding;nucleolus;nucleoplasm;nucleus;plasma membrane;chromosome;cytosol;extracellular region;cytoplasmic vesicle	False
XRCC6	protein modification process;DNA repair;anatomical structure development;immune system process;cell differentiation;defense response to other organism;DNA recombination;regulation of DNA-templated transcription;telomere organization;catalytic activity, acting on DNA;lyase activity;DNA binding;hydrolase activity;ATP-dependent activity;RNA binding;nucleolus;nucleoplasm;nucleus;chromosome;cytosol;extracellular region;cytoplasmic vesicle	False
XRN2	DNA-templated transcription;anatomical structure development;cell differentiation;mRNA metabolic process;ribosome biogenesis;reproductive process;catalytic activity, acting on RNA;DNA binding;hydrolase activity;RNA binding;nucleolus;nucleoplasm;nucleus	False
YAP1	anatomical structure development;cell differentiation;protein-containing complex assembly;circulatory system process;regulation of DNA-templated transcription;cilium organization;programmed cell death;signaling;wound healing;transcription regulator activity;molecular function regulator activity;DNA binding;cytosol;nucleoplasm;nucleus	False
YARS1	tRNA metabolic process;programmed cell death;amino acid metabolic process;RNA binding;catalytic activity, acting on RNA;ligase activity;cytosol;nucleus;extracellular space;nucleoplasm	False
YARS2	tRNA metabolic process;mitochondrial gene expression;amino acid metabolic process;RNA binding;catalytic activity, acting on RNA;ligase activity;cytosol;nucleoplasm;mitochondrion	False
YBX3	anatomical structure development;cytoplasmic translation;cell differentiation;mRNA metabolic process;regulation of DNA-templated transcription;programmed cell death;reproductive process;signaling;RNA binding;DNA binding;cytosol;nucleus	False
